customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason
C0571,2024-03-16,2024-05-28,73,Enterprise,Basic,US,Mobile,Organic,44,6.42,29,29.2,126.14,240.29,1,2024-06-05,Better Alternative
C0572,2024-09-21,2025-04-23,214,Enterprise,Standard,APAC,Desktop,Referral,27,3.66,9,15.9,151.65,518.35,1,2025-04-26,Low Engagement
C0573,2024-10-10,2025-05-16,218,Enterprise,Standard,US,Desktop,Organic,9,8.99,71,34.9,282.85,708.48,1,2025-06-07,Low Engagement
C0574,2024-07-24,2024-10-13,81,Individual,Basic,EU,Desktop,Referral,37,8.57,88,42.0,89.37,297.96,1,2024-11-01,Service Issues
C0575,2024-08-10,2025-05-23,286,Enterprise,Basic,US,Mobile,Organic,46,5.26,63,31.8,84.29,245.58,1,2025-06-04,Better Alternative
C0576,2024-02-21,2024-11-30,283,Enterprise,Premium,US,Mobile,Referral,49,1.35,21,16.3,473.02,1392.98,1,2024-12-28,Better Alternative
C0577,2024-12-04,2025-10-29,329,Enterprise,Standard,US,Desktop,Referral,49,6.75,14,28.8,406.02,678.09,1,2025-11-25,Service Issues
C0578,2024-05-23,2025-05-05,347,Enterprise,Basic,APAC,Mobile,Referral,6,1.46,55,13.1,106.71,207.02,1,2025-05-26,Price
C0579,2024-03-09,2024-06-21,104,Enterprise,Standard,US,Desktop,Paid,14,9.34,73,37.1,215.15,326.52,1,2024-07-13,Service Issues
C0580,2024-04-08,2024-09-30,175,Individual,Standard,EU,Desktop,Organic,17,9.65,19,30.4,190.7,559.18,0,,None
C0581,2024-01-25,2024-03-06,41,SMB,Standard,US,Desktop,Paid,17,2.71,46,17.1,399.68,874.85,0,,None
C0582,2024-02-22,2024-03-13,20,Individual,Premium,US,Mobile,Organic,40,7.09,86,38.6,264.9,814.12,1,2024-04-08,Better Alternative
C0583,2024-05-30,2025-04-05,310,Individual,Standard,US,Desktop,Organic,23,1.83,52,17.0,81.37,177.21,1,2025-04-18,Service Issues
C0584,2024-05-23,2025-01-04,226,SMB,Basic,EU,Desktop,Organic,1,7.57,52,26.9,374.72,1176.12,0,,None
C0585,2024-02-26,2024-12-20,298,Enterprise,Premium,US,Desktop,Paid,39,4.13,0,18.1,210.51,370.79,1,2025-01-13,Service Issues
C0586,2024-02-08,2024-05-29,111,Enterprise,Premium,EU,Mobile,Organic,19,7.13,1,21.8,146.2,269.99,0,,None
C0587,2024-04-18,2025-01-19,276,SMB,Basic,EU,Mobile,Paid,33,4.36,57,26.0,200.24,436.87,1,2025-01-28,Low Engagement
C0588,2024-06-29,2025-02-07,223,SMB,Basic,US,Mobile,Referral,42,2.31,18,16.9,258.92,599.91,0,,None
C0589,2024-02-11,2024-08-17,188,SMB,Basic,EU,Desktop,Organic,25,4.65,61,25.8,184.7,405.86,1,2024-09-07,Low Engagement
C0590,2024-07-04,2024-10-09,97,SMB,Standard,APAC,Mobile,Organic,6,2.01,77,17.8,136.11,412.04,0,,None
C0591,2024-08-10,2024-09-29,50,Individual,Standard,US,Desktop,Referral,37,6.19,71,33.5,211.28,357.89,1,2024-10-14,Better Alternative
C0592,2024-05-01,2024-07-25,85,SMB,Standard,US,Mobile,Referral,29,1.37,11,10.9,29.2,64.31,1,2024-07-31,Better Alternative
C0593,2024-05-12,2024-07-06,55,Individual,Premium,EU,Desktop,Organic,41,5.75,25,26.3,390.8,1240.59,1,2024-08-03,Service Issues
C0594,2024-06-11,2024-11-27,169,Enterprise,Standard,EU,Mobile,Referral,4,8.98,26,27.2,102.05,166.71,1,2024-12-26,Price
C0595,2024-08-02,2024-10-30,89,Individual,Basic,US,Desktop,Paid,10,8.54,28,27.6,41.07,139.01,0,,None
C0596,2024-08-08,2025-06-23,319,Enterprise,Basic,APAC,Mobile,Paid,0,8.95,14,24.5,333.78,1159.1,1,2025-07-10,Service Issues
C0597,2024-08-22,2024-11-25,95,SMB,Basic,EU,Mobile,Organic,33,9.3,45,36.6,391.49,656.58,0,,None
C0598,2024-11-26,2025-03-07,101,Individual,Basic,EU,Mobile,Paid,0,1.94,0,4.8,410.64,855.18,1,2025-04-01,Price
C0599,2024-05-25,2024-10-29,157,SMB,Standard,APAC,Desktop,Paid,18,2.16,59,17.8,256.88,576.64,0,,None
C0600,2024-08-26,2025-02-12,170,Enterprise,Premium,APAC,Mobile,Organic,1,6.01,91,28.9,118.58,362.0,1,2025-03-08,Low Engagement
C0601,2024-03-16,2024-10-13,211,Individual,Basic,US,Mobile,Referral,20,9.05,56,35.0,373.87,1006.4,0,,None
C0602,2024-01-09,2024-09-16,251,SMB,Standard,APAC,Mobile,Organic,19,9.77,2,28.5,355.86,992.4,0,,None
C0603,2024-03-14,2025-03-11,362,SMB,Standard,US,Mobile,Paid,22,1.42,17,10.5,138.21,416.71,1,2025-04-08,Low Engagement
C0604,2024-09-09,2024-09-20,11,Individual,Basic,APAC,Desktop,Organic,20,4.2,51,22.2,453.64,787.5,0,,None
C0605,2024-08-17,2025-04-08,234,Individual,Basic,EU,Mobile,Organic,23,2.92,59,20.8,70.1,221.97,0,,None
C0606,2024-01-07,2024-10-31,298,Individual,Basic,US,Desktop,Paid,3,7.8,33,25.0,491.69,1431.43,1,2024-11-04,Price
C0607,2024-06-22,2025-02-19,242,SMB,Basic,US,Desktop,Paid,11,6.76,95,33.3,432.92,1149.27,1,2025-03-06,Low Engagement
C0608,2024-05-20,2024-08-14,86,Individual,Premium,US,Desktop,Organic,21,2.08,92,23.2,350.19,1148.44,1,2024-08-16,Low Engagement
C0609,2024-06-16,2024-10-19,125,SMB,Basic,APAC,Desktop,Paid,19,5.35,88,30.4,470.6,1365.03,0,,None
C0610,2024-06-18,2024-11-28,163,Individual,Basic,EU,Mobile,Paid,17,7.17,59,30.2,366.71,698.0,1,2024-12-01,Low Engagement
C0611,2024-10-09,2025-01-29,112,Individual,Standard,US,Desktop,Paid,0,8.01,25,23.8,111.42,262.89,1,2025-02-06,Service Issues
C0612,2024-05-01,2024-11-20,203,Individual,Premium,US,Desktop,Paid,29,1.18,71,19.4,232.23,577.81,1,2024-11-27,Service Issues
C0613,2024-07-12,2025-01-03,175,Individual,Basic,US,Desktop,Paid,32,9.01,18,31.6,54.32,87.48,1,2025-01-29,Better Alternative
C0614,2024-01-05,2024-04-13,99,SMB,Basic,US,Desktop,Paid,23,6.12,21,23.0,207.04,705.86,0,,None
C0615,2024-01-29,2024-07-30,183,Individual,Basic,EU,Mobile,Referral,13,8.31,92,37.2,375.97,660.64,0,,None
C0616,2024-06-13,2024-10-22,131,Individual,Basic,APAC,Mobile,Organic,35,8.27,32,32.5,205.49,594.88,1,2024-11-17,Service Issues
C0617,2024-12-04,2025-05-05,152,SMB,Basic,EU,Desktop,Paid,4,2.71,37,13.1,178.54,448.57,1,2025-05-20,Low Engagement
C0618,2024-05-15,2024-09-07,115,Individual,Standard,US,Desktop,Organic,10,1.99,34,12.1,305.77,474.33,1,2024-09-23,Price
C0619,2024-12-30,2025-11-09,314,SMB,Basic,EU,Desktop,Referral,23,7.49,66,33.2,438.66,1469.29,1,2025-12-06,Low Engagement
C0620,2024-11-16,2025-10-08,326,Individual,Basic,US,Mobile,Paid,30,2.41,82,24.3,42.84,137.25,1,2025-10-11,Low Engagement
C0621,2024-12-07,2025-04-18,132,Individual,Premium,APAC,Mobile,Organic,12,8.65,9,25.4,205.03,522.52,1,2025-05-17,Service Issues
C0622,2024-05-24,2024-06-11,18,Individual,Basic,APAC,Mobile,Paid,15,7.54,90,35.4,95.96,187.88,1,2024-07-03,Low Engagement
C0623,2024-11-22,2025-08-20,271,SMB,Basic,APAC,Mobile,Paid,23,8.58,14,28.2,353.77,616.71,1,2025-09-06,Better Alternative
C0624,2024-08-04,2024-10-25,82,Enterprise,Basic,US,Mobile,Paid,12,3.69,10,13.1,70.75,157.55,1,2024-11-22,Low Engagement
C0625,2024-10-27,2025-06-16,232,Enterprise,Premium,EU,Desktop,Paid,23,3.85,89,27.6,339.11,681.9,1,2025-06-30,Service Issues
C0626,2024-05-11,2024-06-30,50,Individual,Basic,APAC,Mobile,Paid,25,7.04,23,26.0,157.37,395.53,0,,None
C0627,2024-10-18,2025-05-19,213,Enterprise,Premium,US,Mobile,Paid,1,1.28,76,14.8,115.48,396.42,1,2025-06-01,Better Alternative
C0628,2024-03-10,2024-12-08,273,SMB,Standard,US,Desktop,Paid,15,7.54,95,36.1,469.45,1244.0,1,2025-01-05,Better Alternative
C0629,2024-09-08,2025-08-11,337,Individual,Basic,EU,Mobile,Referral,37,8.52,3,29.1,28.89,94.76,0,,None
C0630,2024-10-01,2025-04-06,187,Enterprise,Premium,APAC,Mobile,Referral,45,4.74,12,22.7,230.13,644.77,1,2025-04-19,Price
C0631,2024-12-29,2025-12-21,357,Individual,Basic,US,Mobile,Paid,0,7.88,72,30.5,30.38,74.45,1,2026-01-14,Low Engagement
C0632,2024-06-30,2025-05-23,327,Individual,Basic,EU,Desktop,Paid,48,2.57,56,24.4,252.12,809.11,1,2025-06-01,Price
C0633,2024-06-15,2024-09-16,93,Individual,Premium,APAC,Mobile,Referral,10,3.9,97,26.3,260.5,636.33,1,2024-09-24,Service Issues
C0634,2024-03-31,2025-02-21,327,Enterprise,Standard,EU,Desktop,Referral,34,9.77,36,36.6,174.4,564.58,0,,None
C0635,2024-07-20,2024-11-17,120,Enterprise,Standard,EU,Desktop,Referral,42,9.88,47,40.2,83.44,173.82,1,2024-12-11,Price
C0636,2024-12-11,2025-08-28,260,SMB,Basic,US,Mobile,Paid,28,5.61,70,30.1,200.67,352.7,0,,None
C0637,2024-01-19,2024-02-04,16,SMB,Basic,US,Mobile,Organic,36,9.41,0,30.7,342.69,1100.25,1,2024-02-07,Price
C0638,2024-02-08,2024-05-11,93,SMB,Standard,US,Mobile,Organic,16,5.7,59,26.3,395.55,1058.03,1,2024-05-15,Low Engagement
C0639,2024-05-05,2024-12-08,217,SMB,Basic,EU,Mobile,Organic,38,3.62,11,18.3,274.76,900.71,0,,None
C0640,2024-06-21,2025-05-10,323,Individual,Basic,US,Desktop,Organic,41,3.4,20,19.7,303.12,1023.23,0,,None
C0641,2024-05-20,2024-06-20,31,Individual,Basic,EU,Mobile,Paid,27,9.37,10,30.3,116.3,186.92,1,2024-06-22,Service Issues
C0642,2024-08-29,2024-09-10,12,Enterprise,Basic,EU,Desktop,Organic,28,2.55,43,18.4,157.92,395.11,1,2024-10-02,Price
C0643,2024-08-07,2024-12-21,136,Individual,Premium,US,Desktop,Referral,42,6.22,57,32.5,97.71,219.84,1,2025-01-05,Price
C0644,2024-05-05,2025-03-07,306,Individual,Basic,APAC,Desktop,Referral,2,6.0,43,21.8,139.66,384.3,1,2025-04-05,Low Engagement
C0645,2024-02-27,2024-09-11,197,Individual,Premium,APAC,Desktop,Organic,9,7.66,77,32.5,127.95,395.0,0,,None
C0646,2024-05-27,2024-06-19,23,Individual,Basic,APAC,Desktop,Referral,41,5.49,97,36.5,269.34,555.16,0,,None
C0647,2024-11-12,2024-12-03,21,Enterprise,Standard,EU,Mobile,Paid,13,3.45,33,16.2,290.09,758.18,1,2024-12-04,Better Alternative
C0648,2024-12-26,2025-04-01,96,Enterprise,Basic,EU,Desktop,Organic,11,2.52,24,12.1,473.57,1381.62,1,2025-04-07,Better Alternative
C0649,2024-01-01,2024-01-22,21,SMB,Basic,EU,Desktop,Organic,46,6.59,3,26.1,113.87,201.42,1,2024-02-10,Better Alternative
C0650,2024-12-13,2025-01-16,34,SMB,Basic,US,Mobile,Paid,41,7.47,63,36.3,328.0,1026.03,1,2025-01-29,Price
C0651,2024-07-08,2025-05-14,310,Individual,Basic,EU,Mobile,Referral,29,6.13,89,34.5,412.28,1118.19,1,2025-05-31,Price
C0652,2024-07-09,2025-03-18,252,Individual,Standard,US,Desktop,Paid,31,7.65,15,27.6,288.92,982.06,0,,None
C0653,2024-11-07,2025-03-18,131,SMB,Premium,US,Desktop,Paid,31,2.27,9,13.2,142.4,310.3,1,2025-04-01,Price
C0654,2024-04-26,2024-09-29,156,Enterprise,Standard,APAC,Mobile,Referral,41,8.94,65,40.3,146.02,250.61,1,2024-10-25,Better Alternative
C0655,2024-05-13,2024-07-16,64,Individual,Basic,APAC,Desktop,Paid,31,6.24,34,26.9,38.84,97.61,1,2024-07-30,Service Issues
C0656,2024-02-27,2024-10-31,247,SMB,Basic,APAC,Mobile,Referral,25,2.14,82,22.6,166.61,278.51,0,,None
C0657,2024-02-13,2024-08-13,182,SMB,Basic,US,Mobile,Referral,0,5.16,5,13.6,377.41,1297.93,1,2024-08-14,Service Issues
C0658,2024-06-21,2025-02-06,230,Individual,Standard,US,Desktop,Paid,41,8.6,18,32.4,42.81,67.53,1,2025-02-16,Price
C0659,2024-06-08,2024-10-14,128,Enterprise,Standard,US,Mobile,Referral,1,9.08,58,31.6,125.26,376.66,0,,None
C0660,2024-06-21,2025-05-05,318,SMB,Premium,EU,Desktop,Paid,16,3.38,52,19.4,358.99,915.5,0,,None
C0661,2024-11-12,2025-05-23,192,Enterprise,Basic,US,Desktop,Referral,29,7.4,7,25.4,395.67,885.21,1,2025-05-27,Price
C0662,2024-10-29,2025-08-22,297,Individual,Standard,APAC,Desktop,Organic,38,1.9,77,23.9,238.55,389.24,1,2025-09-05,Service Issues
C0663,2024-05-28,2025-04-09,316,Enterprise,Basic,APAC,Mobile,Referral,6,1.3,9,5.8,355.08,974.46,1,2025-04-19,Service Issues
C0664,2024-03-20,2025-01-23,309,SMB,Standard,US,Desktop,Referral,26,6.04,66,30.2,206.22,550.7,1,2025-02-15,Better Alternative
C0665,2024-07-31,2024-10-30,91,SMB,Standard,US,Mobile,Paid,8,7.25,37,25.3,96.76,199.5,0,,None
C0666,2024-07-21,2025-02-26,220,Enterprise,Standard,APAC,Desktop,Referral,21,8.16,28,28.8,211.11,700.98,1,2025-03-21,Better Alternative
C0667,2024-09-08,2025-02-14,159,Enterprise,Standard,US,Desktop,Organic,33,4.06,14,18.8,298.38,629.05,0,,None
C0668,2024-08-16,2024-10-01,46,Individual,Basic,APAC,Mobile,Organic,45,1.06,86,24.6,475.07,1139.91,1,2024-10-08,Low Engagement
C0669,2024-06-12,2025-06-08,361,SMB,Standard,EU,Desktop,Referral,48,5.32,22,26.2,53.0,137.14,1,2025-06-11,Low Engagement
C0670,2024-08-14,2025-07-01,321,Individual,Basic,APAC,Desktop,Referral,0,1.14,81,15.0,263.55,448.16,1,2025-07-16,Price
C0671,2024-05-26,2024-08-02,68,SMB,Standard,EU,Mobile,Organic,8,1.83,45,12.9,177.88,598.45,1,2024-08-17,Price
C0672,2024-01-20,2024-06-08,140,SMB,Basic,US,Mobile,Paid,19,3.94,82,26.0,263.99,593.73,1,2024-06-15,Service Issues
C0673,2024-02-16,2024-09-14,211,SMB,Standard,US,Mobile,Organic,18,4.93,27,20.0,31.51,52.36,1,2024-10-02,Better Alternative
C0674,2024-08-20,2025-04-29,252,SMB,Premium,EU,Desktop,Organic,35,3.52,25,19.6,170.25,387.25,1,2025-05-17,Service Issues
C0675,2024-10-31,2024-12-14,44,Enterprise,Premium,US,Mobile,Referral,39,6.24,9,24.8,413.54,1116.73,1,2025-01-06,Service Issues
C0676,2024-01-14,2024-04-25,102,Enterprise,Premium,EU,Mobile,Referral,44,1.5,46,19.4,285.89,722.53,1,2024-05-18,Price
C0677,2024-05-22,2024-12-24,216,SMB,Standard,US,Desktop,Organic,3,2.3,3,6.8,236.28,682.63,1,2025-01-19,Service Issues
C0678,2024-01-01,2024-12-28,362,Individual,Standard,APAC,Mobile,Paid,8,7.26,54,27.8,157.05,253.0,1,2024-12-30,Low Engagement
C0679,2024-02-23,2025-01-29,341,SMB,Standard,US,Desktop,Organic,40,2.28,65,23.4,163.06,337.38,1,2025-02-03,Better Alternative
C0680,2024-09-15,2025-07-26,314,Individual,Premium,APAC,Desktop,Organic,21,6.76,66,31.0,203.89,639.9,1,2025-07-27,Low Engagement
C0681,2024-05-23,2025-05-17,359,Individual,Basic,APAC,Mobile,Paid,17,1.49,6,8.0,421.07,698.89,1,2025-05-21,Low Engagement
C0682,2024-01-12,2024-08-21,222,SMB,Premium,EU,Desktop,Organic,11,4.67,54,22.0,484.26,1554.95,1,2024-09-13,Price
C0683,2024-11-25,2025-05-12,168,Enterprise,Premium,US,Mobile,Organic,41,2.6,79,26.6,230.55,388.2,1,2025-05-31,Service Issues
C0684,2024-08-11,2024-09-13,33,SMB,Standard,EU,Mobile,Referral,42,1.99,30,17.9,208.81,661.7,1,2024-09-24,Price
C0685,2024-09-28,2025-07-27,302,SMB,Basic,US,Mobile,Paid,38,6.1,73,33.8,426.34,947.15,0,,None
C0686,2024-12-23,2025-01-05,13,SMB,Basic,APAC,Mobile,Referral,8,9.36,18,27.7,224.91,612.75,1,2025-01-13,Better Alternative
C0687,2024-06-04,2025-01-19,229,Individual,Premium,APAC,Desktop,Referral,5,1.49,27,8.8,284.97,514.59,1,2025-02-01,Price
C0688,2024-01-08,2024-02-06,29,Enterprise,Basic,US,Desktop,Paid,18,4.79,80,27.6,130.85,213.59,1,2024-02-12,Better Alternative
C0689,2024-05-01,2024-10-09,161,SMB,Premium,US,Mobile,Paid,47,7.37,27,31.9,376.88,728.09,0,,None
C0690,2024-12-13,2025-02-10,59,Individual,Basic,EU,Mobile,Organic,46,5.16,18,24.8,275.35,483.43,1,2025-02-26,Low Engagement
C0691,2024-06-12,2024-12-15,186,Enterprise,Basic,US,Desktop,Referral,6,8.26,86,34.8,408.34,867.65,0,,None
C0692,2024-03-30,2024-07-13,105,Individual,Premium,US,Mobile,Paid,15,2.62,19,12.4,394.75,998.23,1,2024-08-09,Better Alternative
C0693,2024-05-15,2024-09-06,114,Enterprise,Standard,US,Desktop,Referral,4,9.64,12,26.7,123.2,329.87,1,2024-09-26,Low Engagement
C0694,2024-07-04,2025-03-20,259,Enterprise,Standard,EU,Mobile,Referral,15,4.47,76,25.6,363.51,1119.51,0,,None
C0695,2024-11-11,2025-03-17,126,SMB,Standard,US,Desktop,Paid,0,4.07,42,16.5,404.03,1136.33,1,2025-03-19,Service Issues
C0696,2024-06-26,2025-06-24,363,SMB,Basic,APAC,Desktop,Organic,36,8.87,10,30.9,186.13,505.81,1,2025-07-20,Price
C0697,2024-01-28,2024-09-21,237,Individual,Standard,EU,Desktop,Referral,38,6.07,47,29.8,102.85,238.98,0,,None
C0698,2024-08-07,2024-10-21,75,SMB,Basic,EU,Mobile,Paid,18,5.65,14,19.8,21.26,52.04,1,2024-11-13,Service Issues
C0699,2024-12-22,2025-12-01,344,Individual,Premium,APAC,Mobile,Organic,36,7.54,16,28.4,236.43,550.66,1,2025-12-18,Service Issues
C0700,2024-02-10,2024-11-07,271,Enterprise,Premium,APAC,Mobile,Referral,16,6.22,53,26.7,189.17,602.38,1,2024-11-22,Better Alternative
C0701,2024-08-15,2025-06-15,304,SMB,Basic,APAC,Mobile,Paid,25,2.46,49,18.5,286.36,561.27,1,2025-06-19,Service Issues
C0702,2024-07-10,2025-03-19,252,SMB,Standard,US,Mobile,Referral,21,7.07,27,25.9,110.26,166.65,1,2025-03-24,Price
C0703,2024-05-24,2024-12-05,195,SMB,Standard,APAC,Desktop,Paid,7,2.2,82,19.2,432.64,1212.53,1,2024-12-11,Low Engagement
C0704,2024-07-19,2025-03-31,255,Individual,Basic,US,Desktop,Paid,32,8.25,3,27.5,143.72,273.78,1,2025-04-22,Low Engagement
C0705,2024-07-30,2024-12-11,134,Enterprise,Premium,EU,Desktop,Referral,1,9.91,21,28.1,128.69,422.13,0,,None
C0706,2024-08-07,2025-05-11,277,SMB,Basic,EU,Desktop,Referral,29,4.4,85,29.6,250.74,806.9,0,,None
C0707,2024-08-27,2025-01-14,140,SMB,Basic,APAC,Desktop,Paid,46,5.0,38,27.4,259.45,428.99,1,2025-02-10,Low Engagement
C0708,2024-02-15,2024-10-18,246,SMB,Standard,US,Desktop,Organic,19,1.42,33,12.3,123.24,211.08,1,2024-10-24,Service Issues
C0709,2024-02-04,2024-03-02,27,Enterprise,Standard,APAC,Desktop,Referral,17,1.12,96,20.6,150.49,374.77,0,,None
C0710,2024-09-09,2024-10-28,49,SMB,Standard,APAC,Mobile,Paid,42,9.29,43,38.1,101.46,275.81,0,,None
C0711,2024-03-22,2024-04-21,30,Individual,Standard,US,Desktop,Paid,9,2.16,41,13.4,364.86,747.9,1,2024-04-27,Service Issues
C0712,2024-09-12,2025-05-04,234,SMB,Standard,APAC,Mobile,Organic,23,5.01,39,23.0,389.64,1143.05,1,2025-05-19,Service Issues
C0713,2024-07-15,2025-07-14,364,SMB,Standard,EU,Desktop,Organic,3,8.34,96,35.8,241.92,650.72,1,2025-08-08,Service Issues
C0714,2024-10-29,2025-08-16,291,Enterprise,Basic,APAC,Desktop,Organic,36,9.0,11,31.4,362.76,779.81,1,2025-09-07,Service Issues
C0715,2024-01-10,2024-01-27,17,Enterprise,Basic,US,Mobile,Referral,3,5.67,1,14.9,373.25,578.81,0,,None
C0716,2024-11-07,2025-02-24,109,Individual,Basic,US,Desktop,Paid,12,6.09,27,21.7,86.37,259.14,1,2025-03-04,Better Alternative
C0717,2024-10-12,2025-06-18,249,Enterprise,Basic,EU,Mobile,Paid,24,7.03,73,33.3,483.77,933.44,0,,None
C0718,2024-08-29,2024-12-03,96,SMB,Standard,US,Desktop,Paid,12,9.65,85,39.3,414.1,1312.26,1,2024-12-22,Low Engagement
C0719,2024-09-07,2025-07-11,307,Individual,Basic,US,Mobile,Organic,17,6.42,80,31.4,118.15,276.54,0,,None
C0720,2024-12-30,2025-01-22,23,SMB,Basic,EU,Desktop,Paid,23,6.04,89,33.0,109.36,290.26,0,,None
C0721,2024-01-05,2024-12-13,343,SMB,Basic,APAC,Mobile,Referral,1,1.13,66,12.9,80.32,260.71,1,2024-12-30,Price
C0722,2024-04-28,2024-05-09,11,Individual,Premium,EU,Mobile,Organic,47,1.73,70,24.2,86.42,278.9,1,2024-05-22,Better Alternative
C0723,2024-10-15,2025-08-13,302,Individual,Premium,APAC,Desktop,Organic,32,6.19,71,32.5,379.12,850.38,1,2025-09-08,Low Engagement
C0724,2024-03-05,2025-02-02,334,Individual,Standard,EU,Desktop,Organic,18,9.43,83,39.6,245.43,470.68,1,2025-02-04,Service Issues
C0725,2024-05-25,2024-07-14,50,Enterprise,Premium,APAC,Mobile,Organic,8,8.8,75,34.8,395.81,1207.34,1,2024-07-24,Price
C0726,2024-08-11,2025-07-04,327,Enterprise,Standard,EU,Desktop,Referral,27,9.84,98,44.7,378.2,894.88,1,2025-07-22,Low Engagement
C0727,2024-08-26,2025-07-17,325,SMB,Standard,APAC,Mobile,Paid,34,5.75,80,33.2,310.21,584.46,1,2025-08-09,Better Alternative
C0728,2024-06-25,2024-10-23,120,SMB,Basic,EU,Desktop,Referral,38,8.09,91,41.5,349.46,1156.31,0,,None
C0729,2024-09-23,2024-10-16,23,Individual,Standard,APAC,Mobile,Paid,9,8.56,9,24.6,28.81,54.63,1,2024-10-29,Better Alternative
C0730,2024-12-06,2025-08-03,240,SMB,Standard,EU,Desktop,Referral,0,6.83,85,29.8,169.65,263.23,1,2025-09-01,Service Issues
C0731,2024-10-08,2025-01-09,93,Individual,Standard,US,Mobile,Organic,41,4.05,56,26.7,326.15,502.45,0,,None
C0732,2024-03-03,2024-07-20,139,Individual,Standard,APAC,Desktop,Organic,20,5.23,96,31.5,24.49,67.22,1,2024-08-14,Low Engagement
C0733,2024-08-04,2025-04-01,240,SMB,Standard,EU,Mobile,Referral,8,8.72,85,36.2,35.83,101.16,0,,None
C0734,2024-12-07,2025-11-07,335,Enterprise,Standard,APAC,Mobile,Referral,46,3.69,36,23.8,428.91,910.18,1,2025-12-06,Service Issues
C0735,2024-11-10,2025-04-13,154,Individual,Premium,APAC,Desktop,Paid,14,9.31,76,37.5,348.33,745.43,1,2025-05-05,Price
C0736,2024-10-09,2025-09-28,354,SMB,Basic,EU,Desktop,Referral,34,3.07,90,28.0,147.38,321.14,1,2025-10-01,Better Alternative
C0737,2024-06-25,2024-08-01,37,Individual,Standard,APAC,Mobile,Referral,4,7.75,63,29.6,350.22,1001.74,1,2024-08-24,Price
C0738,2024-04-07,2024-06-21,75,Enterprise,Basic,EU,Mobile,Paid,40,6.68,78,36.4,400.38,647.12,1,2024-06-26,Service Issues
C0739,2024-04-14,2024-10-03,172,SMB,Standard,US,Mobile,Paid,21,7.75,85,36.3,167.26,561.7,1,2024-10-17,Low Engagement
C0740,2024-04-08,2024-12-02,238,Enterprise,Standard,APAC,Mobile,Paid,40,4.94,93,34.3,37.3,72.55,1,2024-12-24,Price
C0741,2024-11-06,2025-08-03,270,Individual,Basic,US,Desktop,Referral,22,9.39,39,33.7,467.73,1636.75,1,2025-08-20,Service Issues
C0742,2024-01-06,2024-06-27,173,SMB,Standard,APAC,Mobile,Paid,6,6.69,97,32.5,185.69,342.24,1,2024-07-23,Price
C0743,2024-07-15,2025-05-21,310,Individual,Basic,APAC,Mobile,Organic,22,3.59,59,22.2,71.11,216.39,1,2025-06-19,Price
C0744,2024-12-16,2025-10-24,312,SMB,Standard,APAC,Mobile,Organic,43,6.75,97,40.0,256.09,498.56,1,2025-11-22,Low Engagement
C0745,2024-05-12,2025-03-04,296,Individual,Basic,EU,Desktop,Organic,24,3.58,47,20.8,388.86,646.17,1,2025-03-26,Price
C0746,2024-12-23,2025-01-11,19,Individual,Standard,US,Mobile,Referral,26,3.64,98,29.0,126.39,410.75,1,2025-01-14,Service Issues
C0747,2024-09-15,2025-04-07,204,SMB,Basic,APAC,Desktop,Organic,40,4.6,18,22.2,149.36,480.57,1,2025-04-13,Low Engagement
C0748,2024-01-23,2024-05-29,127,SMB,Standard,EU,Desktop,Referral,5,8.67,71,33.3,136.5,314.92,1,2024-06-13,Low Engagement
C0749,2024-02-22,2024-11-27,279,Individual,Basic,APAC,Desktop,Referral,33,5.5,32,25.2,496.0,1440.78,1,2024-12-08,Better Alternative
C0750,2024-06-13,2024-09-10,89,Enterprise,Premium,EU,Desktop,Organic,8,7.11,43,25.8,114.75,299.97,1,2024-09-19,Low Engagement
C0751,2024-07-20,2024-10-30,102,Individual,Premium,APAC,Desktop,Paid,48,4.53,91,34.6,296.25,949.75,1,2024-11-14,Service Issues
C0752,2024-03-23,2024-12-23,275,SMB,Premium,US,Desktop,Referral,32,3.37,36,20.2,464.13,988.65,1,2025-01-21,Low Engagement
C0753,2024-05-24,2025-04-30,341,Individual,Standard,US,Desktop,Organic,5,9.59,88,38.2,90.51,230.56,0,,None
C0754,2024-03-25,2025-03-19,359,Individual,Standard,APAC,Mobile,Referral,36,6.43,35,28.5,486.01,1200.81,1,2025-03-20,Price
C0755,2024-03-18,2024-12-09,266,Individual,Basic,EU,Mobile,Paid,30,9.41,80,41.5,474.79,1048.25,1,2024-12-25,Service Issues
C0756,2024-01-01,2024-05-22,142,SMB,Basic,APAC,Desktop,Paid,33,2.83,87,26.7,444.59,1459.55,1,2024-06-06,Low Engagement
C0757,2024-02-20,2024-12-01,285,Enterprise,Basic,EU,Mobile,Organic,40,2.32,20,16.8,122.99,225.29,1,2024-12-18,Better Alternative
C0758,2024-06-21,2025-03-21,273,Enterprise,Standard,APAC,Mobile,Referral,28,8.7,1,27.5,324.35,583.51,0,,None
C0759,2024-07-23,2025-01-19,180,SMB,Premium,EU,Desktop,Referral,13,7.13,30,24.9,385.23,1022.33,0,,None
C0760,2024-09-16,2024-09-26,10,Enterprise,Basic,US,Mobile,Referral,35,2.68,96,28.1,493.29,1388.61,1,2024-09-29,Price
