customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason,retention_flag,revenue_at_risk,churn_rate,retention_rate,engagement_band,tenure_band
C0906,2024-04-28,2025-02-24,302,Individual,Standard,US,Mobile,Paid,38,9.14,43,36.9,236.72,624.71,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0907,2024-01-28,2024-12-02,309,Individual,Basic,EU,Mobile,Referral,16,9.72,19,30.4,470.46,1530.51,1,2024-12-18,Price,0,470.46,100,0,Medium Engagement,181+ Days
C0908,2024-07-20,2025-03-14,237,Enterprise,Basic,APAC,Mobile,Organic,18,9.93,35,33.7,78.81,264.52,1,2025-03-24,Price,0,78.81,100,0,Medium Engagement,181+ Days
C0909,2024-02-08,2024-11-14,280,SMB,Standard,EU,Mobile,Organic,48,8.11,6,30.8,121.77,311.44,1,2024-11-25,Price,0,121.77,100,0,Medium Engagement,181+ Days
C0910,2024-09-29,2024-11-20,52,Individual,Basic,US,Desktop,Paid,5,6.97,31,23.1,34.18,102.8,1,2024-12-16,Price,0,34.18,100,0,Low Engagement,31–90 Days
C0911,2024-08-18,2025-08-05,352,Individual,Premium,APAC,Mobile,Referral,28,4.11,66,25.8,228.29,543.01,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0912,2024-03-26,2025-02-24,335,SMB,Basic,EU,Desktop,Organic,10,2.54,38,14.0,153.36,458.88,1,2025-03-22,Service Issues,0,153.36,100,0,Low Engagement,181+ Days
C0913,2024-05-05,2025-03-12,311,SMB,Premium,EU,Mobile,Paid,15,1.71,92,21.1,437.55,835.55,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C0914,2024-10-26,2024-11-25,30,Enterprise,Standard,EU,Mobile,Organic,29,7.24,23,27.4,310.37,695.89,1,2024-12-05,Better Alternative,0,310.37,100,0,Medium Engagement,0–30 Days
C0915,2024-01-25,2024-05-20,116,Individual,Basic,US,Mobile,Organic,24,8.06,85,37.7,314.76,871.4,1,2024-05-26,Better Alternative,0,314.76,100,0,Medium Engagement,91–180 Days
C0916,2024-05-24,2025-05-04,345,Individual,Basic,APAC,Mobile,Organic,39,8.44,69,39.2,275.32,422.98,1,2025-05-31,Price,0,275.32,100,0,Medium Engagement,181+ Days
C0917,2024-01-13,2024-11-20,312,Individual,Standard,US,Desktop,Paid,10,9.22,87,38.1,64.09,188.74,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0918,2024-07-30,2024-12-03,126,SMB,Standard,US,Desktop,Referral,6,8.92,86,36.4,233.61,740.79,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0919,2024-01-25,2024-06-06,133,SMB,Standard,US,Mobile,Paid,25,10.0,53,38.0,499.76,1148.59,1,2024-06-09,Low Engagement,0,499.76,100,0,Medium Engagement,91–180 Days
C0920,2024-03-08,2024-12-23,290,Individual,Basic,APAC,Desktop,Referral,21,3.2,37,17.8,420.91,1008.45,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C0921,2024-03-07,2025-01-02,301,SMB,Basic,US,Desktop,Organic,24,7.87,73,35.4,448.86,1437.5,1,2025-01-10,Low Engagement,0,448.86,100,0,Medium Engagement,181+ Days
C0922,2024-08-20,2025-03-20,212,SMB,Basic,US,Mobile,Referral,18,6.28,79,31.2,415.15,1266.75,1,2025-03-28,Better Alternative,0,415.15,100,0,Medium Engagement,181+ Days
C0923,2024-04-18,2024-06-17,60,SMB,Standard,US,Mobile,Organic,30,3.35,74,25.5,69.46,144.22,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0924,2024-05-25,2025-03-01,280,Individual,Basic,US,Desktop,Organic,25,9.84,31,34.2,129.18,277.47,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0925,2024-04-20,2025-03-19,333,Individual,Basic,EU,Desktop,Paid,41,9.08,44,37.5,21.5,61.44,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0926,2024-08-15,2025-05-28,286,SMB,Standard,US,Desktop,Organic,40,2.16,60,22.4,165.68,435.14,1,2025-06-10,Better Alternative,0,165.68,100,0,Low Engagement,181+ Days
C0927,2024-04-20,2024-09-17,150,Enterprise,Premium,EU,Desktop,Paid,35,1.24,69,20.4,72.13,131.6,1,2024-10-06,Service Issues,0,72.13,100,0,Low Engagement,91–180 Days
C0928,2024-02-03,2024-11-13,284,Individual,Basic,US,Mobile,Referral,22,7.19,87,35.4,246.94,523.48,1,2024-11-23,Price,0,246.94,100,0,Medium Engagement,181+ Days
C0929,2024-04-20,2025-02-13,299,Individual,Basic,APAC,Mobile,Referral,46,6.44,96,39.7,345.02,1138.55,1,2025-02-14,Price,0,345.02,100,0,Medium Engagement,181+ Days
C0930,2024-09-20,2025-08-29,343,SMB,Standard,EU,Desktop,Organic,12,9.42,52,33.8,439.76,1264.9,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0931,2024-08-23,2024-10-23,61,Enterprise,Standard,EU,Mobile,Paid,24,3.11,50,20.1,379.62,1318.02,1,2024-11-21,Low Engagement,0,379.62,100,0,Low Engagement,31–90 Days
C0932,2024-03-23,2024-04-28,36,SMB,Basic,EU,Desktop,Organic,1,1.76,75,15.8,470.52,1427.57,1,2024-05-11,Service Issues,0,470.52,100,0,Low Engagement,31–90 Days
C0933,2024-02-11,2024-07-26,166,Individual,Premium,EU,Desktop,Paid,1,3.33,55,16.8,45.87,155.22,1,2024-08-11,Price,0,45.87,100,0,Low Engagement,91–180 Days
C0934,2024-04-10,2024-12-14,248,Enterprise,Premium,APAC,Mobile,Paid,15,1.17,26,9.8,25.85,49.95,1,2024-12-23,Low Engagement,0,25.85,100,0,Low Engagement,181+ Days
C0935,2024-01-06,2024-06-19,165,SMB,Basic,US,Desktop,Paid,8,1.32,37,10.4,337.44,1026.82,1,2024-06-25,Price,0,337.44,100,0,Low Engagement,91–180 Days
C0936,2024-06-28,2025-04-24,300,Individual,Basic,EU,Desktop,Referral,27,9.23,61,37.6,158.89,244.76,1,2025-04-26,Better Alternative,0,158.89,100,0,Medium Engagement,181+ Days
C0937,2024-10-08,2025-03-02,145,Individual,Standard,APAC,Mobile,Paid,12,4.17,17,15.4,141.68,402.59,1,2025-03-11,Low Engagement,0,141.68,100,0,Low Engagement,91–180 Days
C0938,2024-11-15,2025-04-17,153,SMB,Standard,EU,Mobile,Referral,34,4.7,63,28.0,178.83,436.09,1,2025-04-25,Price,0,178.83,100,0,Medium Engagement,91–180 Days
C0939,2024-08-13,2024-12-06,115,Individual,Basic,US,Desktop,Paid,40,1.17,76,22.3,149.5,327.93,0,,Unknown,1,0.0,0,100,Low Engagement,91–180 Days
C0940,2024-11-10,2025-04-26,167,SMB,Standard,EU,Desktop,Referral,12,3.43,29,15.3,265.49,856.15,1,2025-05-05,Service Issues,0,265.49,100,0,Low Engagement,91–180 Days
C0941,2024-12-30,2025-06-03,155,Enterprise,Standard,APAC,Mobile,Referral,30,8.24,48,33.8,231.27,742.04,1,2025-06-15,Low Engagement,0,231.27,100,0,Medium Engagement,91–180 Days
C0942,2024-08-16,2024-08-27,11,Enterprise,Basic,US,Desktop,Referral,20,6.54,40,26.4,265.97,410.82,1,2024-09-04,Better Alternative,0,265.97,100,0,Medium Engagement,0–30 Days
C0943,2024-10-15,2025-01-09,86,Individual,Standard,APAC,Desktop,Organic,31,7.78,12,27.4,342.9,932.35,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0944,2024-05-29,2024-10-17,141,SMB,Premium,US,Mobile,Paid,33,5.02,33,24.1,205.82,460.14,1,2024-10-30,Better Alternative,0,205.82,100,0,Low Engagement,91–180 Days
C0945,2024-10-03,2025-01-10,99,Individual,Basic,US,Mobile,Organic,7,3.79,99,25.7,140.63,327.85,1,2025-01-12,Service Issues,0,140.63,100,0,Medium Engagement,91–180 Days
C0946,2024-07-16,2025-07-05,354,Individual,Basic,US,Mobile,Paid,40,5.35,93,35.3,99.78,315.71,1,2025-07-22,Service Issues,0,99.78,100,0,Medium Engagement,181+ Days
C0947,2024-03-10,2025-03-04,359,Individual,Basic,EU,Mobile,Paid,47,3.91,24,22.8,187.75,397.97,1,2025-03-08,Low Engagement,0,187.75,100,0,Low Engagement,181+ Days
C0948,2024-04-21,2025-01-18,272,Individual,Premium,APAC,Mobile,Organic,1,8.55,65,31.3,376.07,1273.41,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0949,2024-01-04,2024-12-29,360,Individual,Premium,APAC,Mobile,Referral,37,3.68,99,31.4,383.22,712.51,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0950,2024-12-15,2025-04-11,117,SMB,Basic,APAC,Desktop,Paid,31,6.94,17,26.1,340.11,960.96,1,2025-04-25,Low Engagement,0,340.11,100,0,Medium Engagement,91–180 Days
C0951,2024-11-26,2025-02-17,83,SMB,Standard,US,Desktop,Referral,39,2.23,4,14.0,132.33,376.37,1,2025-02-19,Price,0,132.33,100,0,Low Engagement,31–90 Days
C0952,2024-11-13,2024-12-31,48,Individual,Standard,EU,Mobile,Organic,27,7.18,18,26.0,302.28,605.89,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0953,2024-12-15,2025-06-01,168,SMB,Standard,US,Mobile,Referral,36,9.22,41,36.4,293.93,631.8,1,2025-06-28,Better Alternative,0,293.93,100,0,Medium Engagement,91–180 Days
C0954,2024-04-04,2024-06-23,80,Individual,Basic,APAC,Desktop,Paid,40,6.48,17,26.8,252.45,800.16,1,2024-07-14,Service Issues,0,252.45,100,0,Medium Engagement,31–90 Days
C0955,2024-05-31,2025-04-17,321,Individual,Basic,EU,Desktop,Paid,0,6.04,31,19.8,283.99,858.68,1,2025-05-04,Better Alternative,0,283.99,100,0,Low Engagement,181+ Days
C0956,2024-11-06,2025-07-14,250,SMB,Basic,EU,Desktop,Paid,40,9.65,20,35.1,256.06,552.63,1,2025-07-29,Price,0,256.06,100,0,Medium Engagement,181+ Days
C0957,2024-05-16,2025-03-19,307,Individual,Standard,EU,Mobile,Organic,9,6.65,9,19.8,291.42,748.34,1,2025-04-08,Price,0,291.42,100,0,Low Engagement,181+ Days
C0958,2024-09-03,2024-10-18,45,Enterprise,Basic,APAC,Mobile,Paid,3,3.34,36,14.3,363.44,589.99,1,2024-10-25,Low Engagement,0,363.44,100,0,Low Engagement,31–90 Days
C0959,2024-08-30,2024-12-01,93,Enterprise,Premium,EU,Desktop,Organic,34,3.63,48,23.1,72.62,139.25,1,2024-12-25,Better Alternative,0,72.62,100,0,Low Engagement,91–180 Days
C0960,2024-01-31,2024-10-29,272,SMB,Basic,EU,Mobile,Referral,9,7.35,85,32.9,379.82,938.78,1,2024-11-16,Better Alternative,0,379.82,100,0,Medium Engagement,181+ Days
C0961,2024-02-09,2024-12-24,319,SMB,Basic,US,Mobile,Paid,46,7.62,12,30.0,85.23,142.5,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0962,2024-08-16,2025-02-13,181,Individual,Standard,US,Mobile,Paid,10,3.73,54,19.4,51.98,165.64,1,2025-03-11,Price,0,51.98,100,0,Low Engagement,181+ Days
C0963,2024-02-05,2024-08-05,182,Individual,Standard,EU,Desktop,Paid,13,4.11,16,15.3,488.52,1434.3,1,2024-08-18,Service Issues,0,488.52,100,0,Low Engagement,181+ Days
C0964,2024-08-10,2024-10-05,56,Individual,Basic,EU,Desktop,Referral,37,9.92,8,33.4,479.36,1623.72,1,2024-10-23,Low Engagement,0,479.36,100,0,Medium Engagement,31–90 Days
C0965,2024-01-06,2024-06-04,150,Enterprise,Basic,US,Mobile,Paid,11,1.92,87,20.0,49.01,141.49,1,2024-06-24,Service Issues,0,49.01,100,0,Low Engagement,91–180 Days
C0966,2024-11-17,2025-03-24,127,SMB,Premium,US,Mobile,Organic,44,4.64,43,26.8,232.76,786.92,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0967,2024-08-07,2025-05-20,286,Individual,Basic,US,Mobile,Referral,16,1.56,77,18.6,109.4,285.43,1,2025-06-02,Service Issues,0,109.4,100,0,Low Engagement,181+ Days
C0968,2024-03-15,2024-10-24,223,SMB,Basic,APAC,Mobile,Referral,15,8.39,45,30.7,252.97,683.13,1,2024-11-22,Service Issues,0,252.97,100,0,Medium Engagement,181+ Days
C0969,2024-01-04,2024-08-20,229,Individual,Premium,APAC,Mobile,Referral,34,1.83,7,12.4,418.49,1445.44,1,2024-08-26,Low Engagement,0,418.49,100,0,Low Engagement,181+ Days
C0970,2024-11-30,2025-01-04,35,Individual,Basic,US,Desktop,Referral,1,7.07,36,23.3,476.29,1326.11,1,2025-01-12,Service Issues,0,476.29,100,0,Low Engagement,31–90 Days
C0971,2024-05-13,2024-05-31,18,Individual,Basic,EU,Mobile,Referral,10,1.51,18,8.5,324.44,506.64,0,,Unknown,1,0.0,0,100,Low Engagement,0–30 Days
C0972,2024-04-27,2025-02-01,280,Individual,Basic,US,Mobile,Organic,40,7.06,62,34.9,189.87,559.66,1,2025-02-14,Better Alternative,0,189.87,100,0,Medium Engagement,181+ Days
C0973,2024-04-03,2024-04-22,19,SMB,Basic,APAC,Mobile,Referral,2,8.59,91,35.5,309.6,1025.07,1,2024-05-21,Low Engagement,0,309.6,100,0,Medium Engagement,0–30 Days
C0974,2024-03-02,2024-07-10,130,Individual,Basic,EU,Desktop,Paid,28,4.59,45,23.8,169.76,524.76,1,2024-07-14,Low Engagement,0,169.76,100,0,Low Engagement,91–180 Days
C0975,2024-07-12,2024-11-23,134,SMB,Basic,APAC,Desktop,Referral,17,5.7,93,31.6,456.72,1218.38,1,2024-12-02,Low Engagement,0,456.72,100,0,Medium Engagement,91–180 Days
C0976,2024-11-30,2025-05-28,179,Individual,Basic,EU,Mobile,Referral,19,4.61,70,25.8,437.79,1244.46,1,2025-06-14,Service Issues,0,437.79,100,0,Medium Engagement,91–180 Days
C0977,2024-07-21,2024-10-10,81,SMB,Basic,APAC,Desktop,Referral,46,3.7,25,22.2,287.95,1002.18,1,2024-11-05,Better Alternative,0,287.95,100,0,Low Engagement,31–90 Days
C0978,2024-01-26,2024-07-05,161,Individual,Standard,EU,Desktop,Referral,13,8.23,45,29.9,175.9,295.74,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0979,2024-06-21,2025-01-24,217,Individual,Basic,EU,Desktop,Referral,33,3.45,45,22.0,160.83,455.87,1,2025-02-02,Price,0,160.83,100,0,Low Engagement,181+ Days
C0980,2024-10-26,2024-12-23,58,SMB,Basic,EU,Desktop,Organic,48,7.51,74,39.5,36.04,74.49,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0981,2024-05-12,2024-10-22,163,SMB,Premium,EU,Desktop,Organic,30,2.86,13,15.1,411.59,1144.29,1,2024-11-14,Low Engagement,0,411.59,100,0,Low Engagement,91–180 Days
C0982,2024-11-21,2025-11-12,356,Individual,Standard,APAC,Desktop,Referral,39,3.25,84,28.5,236.18,641.29,1,2025-11-18,Price,0,236.18,100,0,Medium Engagement,181+ Days
C0983,2024-04-27,2025-02-23,302,Enterprise,Basic,APAC,Mobile,Organic,41,4.03,62,27.6,176.06,318.13,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0984,2024-11-19,2025-02-04,77,SMB,Premium,EU,Desktop,Paid,17,6.3,71,29.8,246.13,470.97,1,2025-03-03,Price,0,246.13,100,0,Medium Engagement,31–90 Days
C0985,2024-10-01,2024-11-29,59,SMB,Basic,EU,Desktop,Referral,29,5.09,2,18.8,412.99,1132.94,0,,Unknown,1,0.0,0,100,Low Engagement,31–90 Days
C0986,2024-07-30,2025-01-07,161,SMB,Basic,APAC,Mobile,Paid,24,7.71,27,28.1,79.81,140.18,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C0987,2024-08-12,2024-09-09,28,Individual,Standard,EU,Mobile,Paid,18,2.92,28,15.1,431.67,876.45,1,2024-09-26,Service Issues,0,431.67,100,0,Low Engagement,0–30 Days
C0988,2024-01-20,2024-05-08,109,Enterprise,Standard,EU,Mobile,Referral,7,1.1,86,17.0,450.8,1429.26,1,2024-05-10,Low Engagement,0,450.8,100,0,Low Engagement,91–180 Days
C0989,2024-04-22,2024-06-30,69,SMB,Basic,EU,Mobile,Paid,27,7.99,17,27.9,474.42,1021.99,1,2024-07-10,Low Engagement,0,474.42,100,0,Medium Engagement,31–90 Days
C0990,2024-05-19,2024-11-11,176,SMB,Basic,US,Desktop,Paid,7,8.39,34,27.5,210.79,521.94,1,2024-11-17,Better Alternative,0,210.79,100,0,Medium Engagement,91–180 Days
C0991,2024-02-16,2024-09-14,211,SMB,Standard,EU,Desktop,Paid,30,1.54,76,21.2,124.23,420.18,1,2024-09-26,Price,0,124.23,100,0,Low Engagement,181+ Days
C0992,2024-01-01,2024-12-20,354,SMB,Basic,US,Desktop,Referral,2,6.5,75,27.9,199.35,389.59,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C0993,2024-03-30,2024-09-01,155,Enterprise,Premium,EU,Desktop,Referral,2,4.4,46,18.3,179.8,409.81,1,2024-09-28,Price,0,179.8,100,0,Low Engagement,91–180 Days
C0994,2024-05-21,2024-11-10,173,SMB,Basic,APAC,Mobile,Paid,43,8.15,4,29.6,104.55,283.64,1,2024-11-30,Service Issues,0,104.55,100,0,Medium Engagement,91–180 Days
C0995,2024-11-15,2025-07-24,251,SMB,Premium,US,Desktop,Referral,21,8.87,74,37.5,311.49,937.8,1,2025-08-09,Low Engagement,0,311.49,100,0,Medium Engagement,181+ Days
C0996,2024-02-07,2024-04-25,78,Individual,Standard,US,Desktop,Referral,16,8.66,58,33.6,248.78,821.8,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C0997,2024-10-19,2025-04-21,184,SMB,Premium,EU,Mobile,Paid,35,7.99,74,38.1,435.54,1450.76,1,2025-05-18,Service Issues,0,435.54,100,0,Medium Engagement,181+ Days
C0998,2024-05-18,2024-07-15,58,Individual,Standard,EU,Desktop,Referral,16,3.42,58,20.4,35.41,108.12,1,2024-08-05,Low Engagement,0,35.41,100,0,Low Engagement,31–90 Days
C0999,2024-12-21,2025-04-17,117,Enterprise,Standard,US,Desktop,Organic,13,8.31,46,30.3,329.06,643.86,1,2025-04-19,Better Alternative,0,329.06,100,0,Medium Engagement,91–180 Days
C1000,2024-11-28,2025-07-21,235,Enterprise,Basic,APAC,Desktop,Referral,8,5.8,94,30.2,386.22,598.49,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C1001,2024-09-15,2025-03-04,170,Individual,Basic,APAC,Desktop,Organic,29,1.47,94,23.6,384.55,871.99,0,,Unknown,1,0.0,0,100,Low Engagement,91–180 Days
C1002,2024-06-09,2024-10-15,128,Enterprise,Basic,EU,Mobile,Paid,20,5.11,12,18.6,445.32,794.05,1,2024-11-07,Better Alternative,0,445.32,100,0,Low Engagement,91–180 Days
C1003,2024-06-26,2024-12-01,158,Individual,Premium,APAC,Mobile,Referral,11,9.48,77,37.4,369.94,1080.51,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C1004,2024-01-10,2024-06-17,159,Individual,Premium,APAC,Mobile,Paid,36,8.99,88,42.9,465.35,1313.34,1,2024-06-23,Service Issues,0,465.35,100,0,Medium Engagement,91–180 Days
C1005,2024-09-17,2025-07-16,302,Enterprise,Basic,EU,Mobile,Paid,31,1.92,32,15.8,179.68,285.32,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C1006,2024-05-17,2024-10-16,152,Individual,Basic,APAC,Mobile,Paid,10,7.7,96,35.6,261.54,829.92,1,2024-10-17,Service Issues,0,261.54,100,0,Medium Engagement,91–180 Days
C1007,2024-06-20,2024-12-06,169,Individual,Basic,EU,Desktop,Paid,19,8.25,61,33.6,26.76,53.45,1,2024-12-19,Service Issues,0,26.76,100,0,Medium Engagement,91–180 Days
C1008,2024-01-13,2024-02-02,20,SMB,Standard,US,Desktop,Paid,34,3.44,78,27.1,23.34,55.19,1,2024-02-21,Price,0,23.34,100,0,Medium Engagement,0–30 Days
C1009,2024-06-16,2024-11-10,147,SMB,Basic,EU,Mobile,Referral,46,5.24,15,24.6,135.26,383.58,1,2024-11-20,Price,0,135.26,100,0,Low Engagement,91–180 Days
C1010,2024-05-09,2024-08-04,87,SMB,Standard,US,Mobile,Organic,45,7.4,43,34.0,68.39,161.32,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C1011,2024-03-24,2024-06-18,86,Individual,Premium,US,Mobile,Referral,10,4.95,57,22.9,144.9,345.24,1,2024-07-06,Service Issues,0,144.9,100,0,Low Engagement,31–90 Days
C1012,2024-11-16,2025-08-06,263,Individual,Basic,APAC,Desktop,Referral,7,2.02,5,7.2,104.98,171.25,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C1013,2024-11-14,2025-08-08,267,Individual,Basic,APAC,Mobile,Referral,3,7.35,88,32.2,33.69,77.58,1,2025-08-15,Price,0,33.69,100,0,Medium Engagement,181+ Days
C1014,2024-04-10,2025-03-05,329,Individual,Basic,APAC,Desktop,Referral,26,9.2,14,30.3,456.47,1382.97,1,2025-03-15,Service Issues,0,456.47,100,0,Medium Engagement,181+ Days
C1015,2024-11-24,2025-09-20,300,Enterprise,Basic,EU,Desktop,Organic,43,6.87,3,26.2,23.95,79.76,1,2025-10-05,Better Alternative,0,23.95,100,0,Medium Engagement,181+ Days
C1016,2024-09-29,2025-06-28,272,SMB,Basic,APAC,Desktop,Referral,39,7.96,55,36.0,373.32,868.71,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C1017,2024-09-21,2024-12-24,94,Individual,Basic,US,Desktop,Paid,37,4.23,63,27.4,93.03,218.36,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C1018,2024-02-07,2024-07-11,155,Enterprise,Premium,APAC,Mobile,Referral,46,2.65,67,25.9,457.87,1330.23,1,2024-07-26,Service Issues,0,457.87,100,0,Medium Engagement,91–180 Days
C1019,2024-04-03,2025-03-01,332,Individual,Basic,APAC,Desktop,Referral,29,6.78,93,36.7,448.54,1518.55,1,2025-03-05,Service Issues,0,448.54,100,0,Medium Engagement,181+ Days
C1020,2024-04-04,2024-05-25,51,SMB,Basic,EU,Desktop,Organic,43,3.95,33,23.4,333.87,679.13,1,2024-06-17,Price,0,333.87,100,0,Low Engagement,31–90 Days
C1021,2024-10-31,2025-03-14,134,Enterprise,Premium,EU,Mobile,Organic,47,8.74,90,44.8,342.67,815.65,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C1022,2024-03-09,2024-09-01,176,Individual,Standard,US,Desktop,Paid,47,2.1,94,28.8,22.56,69.75,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C1023,2024-11-13,2025-07-21,250,Individual,Basic,EU,Desktop,Referral,26,4.9,55,25.7,492.74,1339.95,1,2025-08-16,Service Issues,0,492.74,100,0,Medium Engagement,181+ Days
C1024,2024-08-23,2025-06-08,289,Enterprise,Standard,APAC,Desktop,Referral,20,4.57,31,20.1,441.36,759.66,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C1025,2024-11-29,2025-06-14,197,Individual,Basic,EU,Mobile,Referral,19,9.44,8,28.6,449.65,1239.0,1,2025-07-09,Low Engagement,0,449.65,100,0,Medium Engagement,181+ Days
C1026,2024-05-16,2025-03-23,311,SMB,Standard,US,Desktop,Paid,3,2.38,62,15.8,336.44,630.32,1,2025-04-07,Price,0,336.44,100,0,Low Engagement,181+ Days
C1027,2024-03-16,2024-04-13,28,Individual,Standard,APAC,Desktop,Organic,10,1.09,71,15.4,185.5,467.54,0,,Unknown,1,0.0,0,100,Low Engagement,0–30 Days
C1028,2024-02-04,2024-04-21,77,Individual,Standard,US,Mobile,Paid,12,3.14,77,21.8,448.95,1148.51,1,2024-04-28,Low Engagement,0,448.95,100,0,Low Engagement,31–90 Days
C1029,2024-01-01,2024-08-15,227,Individual,Basic,EU,Mobile,Referral,8,8.38,32,27.4,159.93,520.16,1,2024-08-27,Better Alternative,0,159.93,100,0,Medium Engagement,181+ Days
C1030,2024-10-22,2025-02-10,111,Individual,Premium,EU,Desktop,Organic,3,2.88,86,20.7,290.1,703.49,1,2025-02-11,Service Issues,0,290.1,100,0,Low Engagement,91–180 Days
C1031,2024-11-15,2025-01-05,51,SMB,Basic,US,Desktop,Organic,11,3.17,20,13.1,67.87,139.74,1,2025-01-26,Low Engagement,0,67.87,100,0,Low Engagement,31–90 Days
C1032,2024-02-29,2024-12-22,297,SMB,Basic,APAC,Mobile,Paid,8,2.17,54,15.1,462.54,907.47,1,2025-01-05,Service Issues,0,462.54,100,0,Low Engagement,181+ Days
C1033,2024-11-15,2025-05-10,176,Individual,Basic,EU,Desktop,Organic,12,7.44,75,32.2,87.57,284.47,1,2025-05-15,Price,0,87.57,100,0,Medium Engagement,91–180 Days
C1034,2024-12-14,2025-04-11,118,Enterprise,Basic,EU,Mobile,Organic,47,1.62,56,21.8,127.95,235.69,0,,Unknown,1,0.0,0,100,Low Engagement,91–180 Days
C1035,2024-11-23,2025-01-07,45,Individual,Basic,APAC,Desktop,Referral,25,3.98,1,15.1,287.9,677.07,1,2025-01-08,Price,0,287.9,100,0,Low Engagement,31–90 Days
C1036,2024-09-23,2025-05-22,241,SMB,Premium,EU,Mobile,Referral,37,3.54,12,18.0,386.76,724.92,1,2025-05-28,Price,0,386.76,100,0,Low Engagement,181+ Days
C1037,2024-12-26,2025-08-21,238,Individual,Premium,US,Desktop,Organic,41,6.0,3,23.7,317.29,966.66,1,2025-08-23,Price,0,317.29,100,0,Low Engagement,181+ Days
C1038,2024-08-16,2025-08-13,362,Individual,Basic,EU,Mobile,Organic,12,7.57,83,33.8,131.42,321.81,1,2025-09-03,Better Alternative,0,131.42,100,0,Medium Engagement,181+ Days
C1039,2024-09-26,2025-03-18,173,Individual,Basic,EU,Mobile,Paid,38,5.8,49,29.4,20.45,45.04,0,,Unknown,1,0.0,0,100,Medium Engagement,91–180 Days
C1040,2024-11-11,2025-02-01,82,SMB,Basic,APAC,Mobile,Paid,27,9.38,47,35.9,383.43,852.06,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C1041,2024-10-12,2025-03-06,145,Individual,Basic,US,Mobile,Organic,18,9.56,77,39.1,492.9,1579.46,1,2025-04-02,Price,0,492.9,100,0,Medium Engagement,91–180 Days
C1042,2024-10-17,2025-10-14,362,Enterprise,Basic,APAC,Mobile,Referral,23,4.25,29,19.6,408.76,1065.86,0,,Unknown,1,0.0,0,100,Low Engagement,181+ Days
C1043,2024-07-31,2024-10-18,79,SMB,Premium,EU,Desktop,Organic,18,8.0,28,27.8,240.9,707.22,0,,Unknown,1,0.0,0,100,Medium Engagement,31–90 Days
C1044,2024-06-13,2025-01-04,205,Individual,Basic,EU,Desktop,Organic,48,7.65,7,29.8,453.81,1494.89,1,2025-01-30,Price,0,453.81,100,0,Medium Engagement,181+ Days
C1045,2024-01-05,2024-10-09,278,Individual,Basic,APAC,Mobile,Referral,12,9.04,11,26.6,216.73,715.96,0,,Unknown,1,0.0,0,100,Medium Engagement,181+ Days
C1046,2024-12-04,2025-01-31,58,Individual,Basic,APAC,Desktop,Referral,12,5.03,40,21.0,271.97,586.64,1,2025-02-19,Price,0,271.97,100,0,Low Engagement,31–90 Days
C1047,2024-03-18,2025-02-06,325,Enterprise,Premium,APAC,Desktop,Paid,27,5.77,25,23.6,249.02,847.89,1,2025-02-21,Price,0,249.02,100,0,Low Engagement,181+ Days
